,star rating,title,content rating,genre,duration,actors list,mean rating,duration bool,duration_bool
598,7.7,Kick-Ass,R,Action,117,"A, a, r, o, n,  , T, a, y, l, o, r, -, J, o, h, n, s, o, n, ,,  , N, i, c, o, l, a, s,  , C, a, g, e, ,,  , C, h, l, o, ë,  , G, r, a, c, e,  , M, o, r, e, t, z",7.884558823529411,0,0
57,8.5,Alien,R,Horror,117,"S, i, g, o, u, r, n, e, y,  , W, e, a, v, e, r, ,,  , T, o, m,  , S, k, e, r, r, i, t, t, ,,  , J, o, h, n,  , H, u, r, t",7.806896551724138,0,0
692,7.7,MASH,R,Comedy,116,"D, o, n, a, l, d,  , S, u, t, h, e, r, l, a, n, d, ,,  , E, l, l, i, o, t, t,  , G, o, u, l, d, ,,  , T, o, m,  , S, k, e, r, r, i, t, t",7.822435897435897,0,0
577,7.8,Ocean's Eleven,PG-13,Crime,116,"G, e, o, r, g, e,  , C, l, o, o, n, e, y, ,,  , B, r, a, d,  , P, i, t, t, ,,  , J, u, l, i, a,  , R, o, b, e, r, t, s",7.916935483870968,0,0
161,8.2,Diabolique,UNRATED,Horror,116,"S, i, m, o, n, e,  , S, i, g, n, o, r, e, t, ,,  , V, é, r, a,  , C, l, o, u, z, o, t, ,,  , P, a, u, l,  , M, e, u, r, i, s, s, e",7.806896551724138,0,0
102,8.3,Full Metal Jacket,R,Drama,116,"M, a, t, t, h, e, w,  , M, o, d, i, n, e, ,,  , R, .,  , L, e, e,  , E, r, m, e, y, ,,  , V, i, n, c, e, n, t,  , D, ', O, n, o, f, r, i, o",7.902517985611511,0,0
803,7.6,Ghost Dog: The Way of the Samurai,R,Action,116,"F, o, r, e, s, t,  , W, h, i, t, a, k, e, r, ,,  , H, e, n, r, y,  , S, i, l, v, a, ,,  , J, o, h, n,  , T, o, r, m, e, y",7.884558823529411,0,0
746,7.6,The Man Who Wasn't There,R,Crime,116,"B, i, l, l, y,  , B, o, b,  , T, h, o, r, n, t, o, n, ,,  , F, r, a, n, c, e, s,  , M, c, D, o, r, m, a, n, d, ,,  , M, i, c, h, a, e, l,  , B, a, d, a, l, u, c, c, o",7.916935483870968,0,0
904,7.5,Sweeney Todd: The Demon Barber of Fleet Street,R,Drama,116,"J, o, h, n, n, y,  , D, e, p, p, ,,  , H, e, l, e, n, a,  , B, o, n, h, a, m,  , C, a, r, t, e, r, ,,  , A, l, a, n,  , R, i, c, k, m, a, n",7.902517985611511,0,0
974,7.4,Tootsie,PG,Comedy,116,"D, u, s, t, i, n,  , H, o, f, f, m, a, n, ,,  , J, e, s, s, i, c, a,  , L, a, n, g, e, ,,  , T, e, r, i,  , G, a, r, r",7.822435897435897,0,0
162,8.2,Gran Torino,R,Drama,116,"C, l, i, n, t,  , E, a, s, t, w, o, o, d, ,,  , B, e, e,  , V, a, n, g, ,,  , C, h, r, i, s, t, o, p, h, e, r,  , C, a, r, l, e, y",7.902517985611511,0,0
600,7.7,Barton Fink,R,Drama,116,"J, o, h, n,  , T, u, r, t, u, r, r, o, ,,  , J, o, h, n,  , G, o, o, d, m, a, n, ,,  , J, u, d, y,  , D, a, v, i, s",7.902517985611511,0,0
54,8.5,Back to the Future,PG,Adventure,116,"M, i, c, h, a, e, l,  , J, .,  , F, o, x, ,,  , C, h, r, i, s, t, o, p, h, e, r,  , L, l, o, y, d, ,,  , L, e, a,  , T, h, o, m, p, s, o, n",7.933333333333334,0,0
446,7.9,The Fighter,R,Biography,116,"M, a, r, k,  , W, a, h, l, b, e, r, g, ,,  , C, h, r, i, s, t, i, a, n,  , B, a, l, e, ,,  , A, m, y,  , A, d, a, m, s",7.862337662337662,0,0
733,7.6,The Blind Swordsman: Zatoichi,R,Action,116,"T, a, k, e, s, h, i,  , K, i, t, a, n, o, ,,  , T, a, d, a, n, o, b, u,  , A, s, a, n, o, ,,  , Y, u, i,  , N, a, t, s, u, k, a, w, a",7.884558823529411,0,0
921,7.5,Trading Places,R,Comedy,116,"E, d, d, i, e,  , M, u, r, p, h, y, ,,  , D, a, n,  , A, y, k, r, o, y, d, ,,  , R, a, l, p, h,  , B, e, l, l, a, m, y",7.822435897435897,0,0
25,8.6,Life Is Beautiful,PG-13,Comedy,116,"R, o, b, e, r, t, o,  , B, e, n, i, g, n, i, ,,  , N, i, c, o, l, e, t, t, a,  , B, r, a, s, c, h, i, ,,  , G, i, o, r, g, i, o,  , C, a, n, t, a, r, i, n, i",7.822435897435897,0,0
902,7.5,Frenzy,R,Thriller,116,"J, o, n,  , F, i, n, c, h, ,,  , B, a, r, r, y,  , F, o, s, t, e, r, ,,  , A, l, e, c,  , M, c, C, o, w, e, n",7.68,0,0
65,8.4,Witness for the Prosecution,APPROVED,Crime,116,"T, y, r, o, n, e,  , P, o, w, e, r, ,,  , M, a, r, l, e, n, e,  , D, i, e, t, r, i, c, h, ,,  , C, h, a, r, l, e, s,  , L, a, u, g, h, t, o, n",7.916935483870968,0,0
261,8.1,Elite Squad,R,Action,115,"W, a, g, n, e, r,  , M, o, u, r, a, ,,  , A, n, d, r, é,  , R, a, m, i, r, o, ,,  , C, a, i, o,  , J, u, n, q, u, e, i, r, a",7.884558823529411,0,0
360,8.0,Let the Right One In,R,Drama,115,"K, å, r, e,  , H, e, d, e, b, r, a, n, t, ,,  , L, i, n, a,  , L, e, a, n, d, e, r, s, s, o, n, ,,  , P, e, r,  , R, a, g, n, a, r",7.902517985611511,0,0
564,7.8,Nebraska,R,Adventure,115,"B, r, u, c, e,  , D, e, r, n, ,,  , W, i, l, l,  , F, o, r, t, e, ,,  , J, u, n, e,  , S, q, u, i, b, b",7.933333333333334,0,0
441,7.9,Miller's Crossing,R,Crime,115,"G, a, b, r, i, e, l,  , B, y, r, n, e, ,,  , A, l, b, e, r, t,  , F, i, n, n, e, y, ,,  , J, o, h, n,  , T, u, r, t, u, r, r, o",7.916935483870968,0,0
239,8.1,Elite Squad: The Enemy Within,UNRATED,Action,115,"W, a, g, n, e, r,  , M, o, u, r, a, ,,  , I, r, a, n, d, h, i, r,  , S, a, n, t, o, s, ,,  , A, n, d, r, é,  , R, a, m, i, r, o",7.884558823529411,0,0
546,7.8,Breakfast at Tiffany's,NOT RATED,Comedy,115,"A, u, d, r, e, y,  , H, e, p, b, u, r, n, ,,  , G, e, o, r, g, e,  , P, e, p, p, a, r, d, ,,  , P, a, t, r, i, c, i, a,  , N, e, a, l",7.822435897435897,0,0
773,7.6,Disconnect,R,Drama,115,"J, a, s, o, n,  , B, a, t, e, m, a, n, ,,  , J, o, n, a, h,  , B, o, b, o, ,,  , H, a, l, e, y,  , R, a, m, m",7.902517985611511,0,0
37,8.6,Raiders of the Lost Ark,PG,Action,115,"H, a, r, r, i, s, o, n,  , F, o, r, d, ,,  , K, a, r, e, n,  , A, l, l, e, n, ,,  , P, a, u, l,  , F, r, e, e, m, a, n",7.884558823529411,0,0
121,8.3,Jagten,R,Drama,115,"M, a, d, s,  , M, i, k, k, e, l, s, e, n, ,,  , T, h, o, m, a, s,  , B, o,  , L, a, r, s, e, n, ,,  , A, n, n, i, k, a,  , W, e, d, d, e, r, k, o, p, p",7.902517985611511,0,0
896,7.5,From Russia with Love,APPROVED,Action,115,"S, e, a, n,  , C, o, n, n, e, r, y, ,,  , R, o, b, e, r, t,  , S, h, a, w, ,,  , L, o, t, t, e,  , L, e, n, y, a",7.884558823529411,0,0
468,7.9,E.T. the Extra-Terrestrial,PG,Family,115,"H, e, n, r, y,  , T, h, o, m, a, s, ,,  , D, r, e, w,  , B, a, r, r, y, m, o, r, e, ,,  , P, e, t, e, r,  , C, o, y, o, t, e",7.85,0,0
790,7.6,Of Mice and Men,PG-13,Drama,115,"J, o, h, n,  , M, a, l, k, o, v, i, c, h, ,,  , G, a, r, y,  , S, i, n, i, s, e, ,,  , R, a, y,  , W, a, l, s, t, o, n",7.902517985611511,0,0
417,7.9,Cowboy Bebop: The Movie,R,Animation,115,"B, e, a, u,  , B, i, l, l, i, n, g, s, l, e, a, ,,  , M, e, l, i, s, s, a,  , F, a, h, n, ,,  , N, i, c, h, o, l, a, s,  , G, u, e, s, t",7.914516129032258,0,0
240,8.1,The Bourne Ultimatum,PG-13,Action,115,"M, a, t, t,  , D, a, m, o, n, ,,  , É, d, g, a, r,  , R, a, m, í, r, e, z, ,,  , J, o, a, n,  , A, l, l, e, n",7.884558823529411,0,0
307,8.0,East of Eden,PG,Drama,115,"J, a, m, e, s,  , D, e, a, n, ,,  , R, a, y, m, o, n, d,  , M, a, s, s, e, y, ,,  , J, u, l, i, e,  , H, a, r, r, i, s",7.902517985611511,0,0
378,8.0,The Incredibles,PG,Animation,115,"C, r, a, i, g,  , T, .,  , N, e, l, s, o, n, ,,  , S, a, m, u, e, l,  , L, .,  , J, a, c, k, s, o, n, ,,  , H, o, l, l, y,  , H, u, n, t, e, r",7.914516129032258,0,0
413,7.9,Nine Queens,R,Crime,114,"R, i, c, a, r, d, o,  , D, a, r, í, n, ,,  , G, a, s, t, ó, n,  , P, a, u, l, s, ,,  , L, e, t, i, c, i, a,  , B, r, é, d, i, c, e",7.916935483870968,0,0
602,7.7,Adaptation.,R,Comedy,114,"N, i, c, o, l, a, s,  , C, a, g, e, ,,  , M, e, r, y, l,  , S, t, r, e, e, p, ,,  , C, h, r, i, s,  , C, o, o, p, e, r",7.822435897435897,0,0
573,7.8,Battle Royale,NOT RATED,Action,114,"T, a, t, s, u, y, a,  , F, u, j, i, w, a, r, a, ,,  , A, k, i,  , M, a, e, d, a, ,,  , T, a, r, ô,  , Y, a, m, a, m, o, t, o",7.884558823529411,0,0
621,7.7,Gone Baby Gone,R,Crime,114,"M, o, r, g, a, n,  , F, r, e, e, m, a, n, ,,  , E, d,  , H, a, r, r, i, s, ,,  , C, a, s, e, y,  , A, f, f, l, e, c, k",7.916935483870968,0,0
961,7.4,Capote,R,Biography,114,"P, h, i, l, i, p,  , S, e, y, m, o, u, r,  , H, o, f, f, m, a, n, ,,  , C, l, i, f, t, o, n,  , C, o, l, l, i, n, s,  , J, r, ., ,,  , C, a, t, h, e, r, i, n, e,  , K, e, e, n, e, r",7.862337662337662,0,0
751,7.6,The Impossible,PG-13,Drama,114,"N, a, o, m, i,  , W, a, t, t, s, ,,  , E, w, a, n,  , M, c, G, r, e, g, o, r, ,,  , T, o, m,  , H, o, l, l, a, n, d",7.902517985611511,0,0
977,7.4,Poltergeist,PG,Horror,114,"J, o, B, e, t, h,  , W, i, l, l, i, a, m, s, ,,  , H, e, a, t, h, e, r,  , O, ', R, o, u, r, k, e, ,,  , C, r, a, i, g,  , T, .,  , N, e, l, s, o, n",7.806896551724138,0,0
810,7.6,The Hours,PG-13,Drama,114,"M, e, r, y, l,  , S, t, r, e, e, p, ,,  , N, i, c, o, l, e,  , K, i, d, m, a, n, ,,  , J, u, l, i, a, n, n, e,  , M, o, o, r, e",7.902517985611511,0,0
209,8.1,The Imitation Game,PG-13,Biography,114,"B, e, n, e, d, i, c, t,  , C, u, m, b, e, r, b, a, t, c, h, ,,  , K, e, i, r, a,  , K, n, i, g, h, t, l, e, y, ,,  , M, a, t, t, h, e, w,  , G, o, o, d, e",7.862337662337662,0,0
816,7.6,August Rush,PG,Drama,114,"F, r, e, d, d, i, e,  , H, i, g, h, m, o, r, e, ,,  , K, e, r, i,  , R, u, s, s, e, l, l, ,,  , J, o, n, a, t, h, a, n,  , R, h, y, s,  , M, e, y, e, r, s",7.902517985611511,0,0
253,8.1,The Big Sleep,APPROVED,Crime,114,"H, u, m, p, h, r, e, y,  , B, o, g, a, r, t, ,,  , L, a, u, r, e, n,  , B, a, c, a, l, l, ,,  , J, o, h, n,  , R, i, d, g, e, l, y",7.916935483870968,0,0
537,7.8,The Goonies,PG,Adventure,114,"S, e, a, n,  , A, s, t, i, n, ,,  , J, o, s, h,  , B, r, o, l, i, n, ,,  , J, e, f, f,  , C, o, h, e, n",7.933333333333334,0,0
775,7.6,Hoosiers,PG,Drama,114,"G, e, n, e,  , H, a, c, k, m, a, n, ,,  , B, a, r, b, a, r, a,  , H, e, r, s, h, e, y, ,,  , D, e, n, n, i, s,  , H, o, p, p, e, r",7.902517985611511,0,0
908,7.5,Bullitt,PG,Action,114,"S, t, e, v, e,  , M, c, Q, u, e, e, n, ,,  , J, a, c, q, u, e, l, i, n, e,  , B, i, s, s, e, t, ,,  , R, o, b, e, r, t,  , V, a, u, g, h, n",7.884558823529411,0,0
825,7.5,Rudy,PG,Biography,114,"S, e, a, n,  , A, s, t, i, n, ,,  , J, o, n,  , F, a, v, r, e, a, u, ,,  , N, e, d,  , B, e, a, t, t, y",7.862337662337662,0,0
823,7.5,Straw Dogs,UNRATED,Crime,113,"D, u, s, t, i, n,  , H, o, f, f, m, a, n, ,,  , S, u, s, a, n,  , G, e, o, r, g, e, ,,  , P, e, t, e, r,  , V, a, u, g, h, a, n",7.916935483870968,0,0
46,8.5,Memento,R,Mystery,113,"G, u, y,  , P, e, a, r, c, e, ,,  , C, a, r, r, i, e, -, A, n, n, e,  , M, o, s, s, ,,  , J, o, e,  , P, a, n, t, o, l, i, a, n, o",7.975,0,0
398,7.9,The Conversation,PG,Drama,113,"G, e, n, e,  , H, a, c, k, m, a, n, ,,  , J, o, h, n,  , C, a, z, a, l, e, ,,  , A, l, l, e, n,  , G, a, r, f, i, e, l, d",7.902517985611511,0,0
218,8.1,Donnie Darko,R,Drama,113,"J, a, k, e,  , G, y, l, l, e, n, h, a, a, l, ,,  , J, e, n, a,  , M, a, l, o, n, e, ,,  , M, a, r, y,  , M, c, D, o, n, n, e, l, l",7.902517985611511,0,0
819,7.6,Jacob's Ladder,R,Drama,113,"T, i, m,  , R, o, b, b, i, n, s, ,,  , E, l, i, z, a, b, e, t, h,  , P, e, ñ, a, ,,  , D, a, n, n, y,  , A, i, e, l, l, o",7.902517985611511,0,0
582,7.8,Sabrina,UNRATED,Comedy,113,"H, u, m, p, h, r, e, y,  , B, o, g, a, r, t, ,,  , A, u, d, r, e, y,  , H, e, p, b, u, r, n, ,,  , W, i, l, l, i, a, m,  , H, o, l, d, e, n",7.822435897435897,0,0
427,7.9,"4 Months, 3 Weeks and 2 Days",NOT RATED,Drama,113,"A, n, a, m, a, r, i, a,  , M, a, r, i, n, c, a, ,,  , V, l, a, d,  , I, v, a, n, o, v, ,,  , L, a, u, r, a,  , V, a, s, i, l, i, u",7.902517985611511,0,0
696,7.7,Stranger Than Fiction,PG-13,Comedy,113,"W, i, l, l,  , F, e, r, r, e, l, l, ,,  , E, m, m, a,  , T, h, o, m, p, s, o, n, ,,  , D, u, s, t, i, n,  , H, o, f, f, m, a, n",7.822435897435897,0,0
391,8.0,Edge of Tomorrow,PG-13,Action,113,"T, o, m,  , C, r, u, i, s, e, ,,  , E, m, i, l, y,  , B, l, u, n, t, ,,  , B, i, l, l,  , P, a, x, t, o, n",7.884558823529411,0,0
585,7.7,Remember the Titans,PG,Biography,113,"D, e, n, z, e, l,  , W, a, s, h, i, n, g, t, o, n, ,,  , W, i, l, l,  , P, a, t, t, o, n, ,,  , W, o, o, d,  , H, a, r, r, i, s",7.862337662337662,0,0
637,7.7,The Butterfly Effect,R,Sci-Fi,113,"A, s, h, t, o, n,  , K, u, t, c, h, e, r, ,,  , A, m, y,  , S, m, a, r, t, ,,  , M, e, l, o, r, a,  , W, a, l, t, e, r, s",7.92,0,0
586,7.7,Star Trek II: The Wrath of Khan,PG,Action,113,"W, i, l, l, i, a, m,  , S, h, a, t, n, e, r, ,,  , L, e, o, n, a, r, d,  , N, i, m, o, y, ,,  , D, e, F, o, r, e, s, t,  , K, e, l, l, e, y",7.884558823529411,0,0
320,8.0,Central Station,R,Drama,113,"F, e, r, n, a, n, d, a,  , M, o, n, t, e, n, e, g, r, o, ,,  , V, i, n, í, c, i, u, s,  , d, e,  , O, l, i, v, e, i, r, a, ,,  , M, a, r, í, l, i, a,  , P, ê, r, a",7.902517985611511,0,0
792,7.6,High Fidelity,R,Comedy,113,"J, o, h, n,  , C, u, s, a, c, k, ,,  , I, b, e, n,  , H, j, e, j, l, e, ,,  , T, o, d, d,  , L, o, u, i, s, o",7.822435897435897,0,0
761,7.6,Falling Down,R,Crime,113,"M, i, c, h, a, e, l,  , D, o, u, g, l, a, s, ,,  , R, o, b, e, r, t,  , D, u, v, a, l, l, ,,  , B, a, r, b, a, r, a,  , H, e, r, s, h, e, y",7.916935483870968,0,0
92,8.4,Taxi Driver,R,Crime,113,"R, o, b, e, r, t,  , D, e,  , N, i, r, o, ,,  , J, o, d, i, e,  , F, o, s, t, e, r, ,,  , C, y, b, i, l, l,  , S, h, e, p, h, e, r, d",7.916935483870968,0,0
885,7.5,Total Recall,R,Action,113,"A, r, n, o, l, d,  , S, c, h, w, a, r, z, e, n, e, g, g, e, r, ,,  , S, h, a, r, o, n,  , S, t, o, n, e, ,,  , M, i, c, h, a, e, l,  , I, r, o, n, s, i, d, e",7.884558823529411,0,0
387,8.0,Midnight Cowboy,X,Drama,113,"D, u, s, t, i, n,  , H, o, f, f, m, a, n, ,,  , J, o, n,  , V, o, i, g, h, t, ,,  , S, y, l, v, i, a,  , M, i, l, e, s",7.902517985611511,0,0
481,7.8,Evil,NOT RATED,Drama,113,"A, n, d, r, e, a, s,  , W, i, l, s, o, n, ,,  , H, e, n, r, i, k,  , L, u, n, d, s, t, r, ö, m, ,,  , G, u, s, t, a, f,  , S, k, a, r, s, g, å, r, d",7.902517985611511,0,0
708,7.6,28 Days Later...,R,Horror,113,"C, i, l, l, i, a, n,  , M, u, r, p, h, y, ,,  , N, a, o, m, i, e,  , H, a, r, r, i, s, ,,  , C, h, r, i, s, t, o, p, h, e, r,  , E, c, c, l, e, s, t, o, n",7.806896551724138,0,0
315,8.0,Charade,NOT RATED,Comedy,113,"C, a, r, y,  , G, r, a, n, t, ,,  , A, u, d, r, e, y,  , H, e, p, b, u, r, n, ,,  , W, a, l, t, e, r,  , M, a, t, t, h, a, u",7.822435897435897,0,0
710,7.6,Superbad,R,Comedy,113,"M, i, c, h, a, e, l,  , C, e, r, a, ,,  , J, o, n, a, h,  , H, i, l, l, ,,  , C, h, r, i, s, t, o, p, h, e, r,  , M, i, n, t, z, -, P, l, a, s, s, e",7.822435897435897,0,0
856,7.5,Scott Pilgrim vs. the World,PG-13,Action,112,"M, i, c, h, a, e, l,  , C, e, r, a, ,,  , M, a, r, y,  , E, l, i, z, a, b, e, t, h,  , W, i, n, s, t, e, a, d, ,,  , K, i, e, r, a, n,  , C, u, l, k, i, n",7.884558823529411,0,0
920,7.5,Witness,R,Crime,112,"H, a, r, r, i, s, o, n,  , F, o, r, d, ,,  , K, e, l, l, y,  , M, c, G, i, l, l, i, s, ,,  , L, u, k, a, s,  , H, a, a, s",7.916935483870968,0,0
847,7.5,The Conjuring,R,Horror,112,"P, a, t, r, i, c, k,  , W, i, l, s, o, n, ,,  , V, e, r, a,  , F, a, r, m, i, g, a, ,,  , R, o, n,  , L, i, v, i, n, g, s, t, o, n",7.806896551724138,0,0
912,7.5,Smoke,R,Comedy,112,"H, a, r, v, e, y,  , K, e, i, t, e, l, ,,  , W, i, l, l, i, a, m,  , H, u, r, t, ,,  , G, i, a, n, c, a, r, l, o,  , E, s, p, o, s, i, t, o",7.822435897435897,0,0
38,8.6,Rear Window,APPROVED,Mystery,112,"J, a, m, e, s,  , S, t, e, w, a, r, t, ,,  , G, r, a, c, e,  , K, e, l, l, y, ,,  , W, e, n, d, e, l, l,  , C, o, r, e, y",7.975,0,0
972,7.4,Blue Valentine,NC-17,Drama,112,"R, y, a, n,  , G, o, s, l, i, n, g, ,,  , M, i, c, h, e, l, l, e,  , W, i, l, l, i, a, m, s, ,,  , J, o, h, n,  , D, o, m, a, n",7.902517985611511,0,0
638,7.7,The City of Lost Children,R,Fantasy,112,"R, o, n,  , P, e, r, l, m, a, n, ,,  , D, a, n, i, e, l,  , E, m, i, l, f, o, r, k, ,,  , J, u, d, i, t, h,  , V, i, t, t, e, t",7.7,0,0
368,8.0,Planet of the Apes,G,Adventure,112,"C, h, a, r, l, t, o, n,  , H, e, s, t, o, n, ,,  , R, o, d, d, y,  , M, c, D, o, w, a, l, l, ,,  , K, i, m,  , H, u, n, t, e, r",7.933333333333334,0,0
349,8.0,District 9,R,Action,112,"S, h, a, r, l, t, o,  , C, o, p, l, e, y, ,,  , D, a, v, i, d,  , J, a, m, e, s, ,,  , J, a, s, o, n,  , C, o, p, e",7.884558823529411,0,0
670,7.7,Sympathy for Lady Vengeance,R,Crime,112,"Y, e, o, n, g, -, a, e,  , L, e, e, ,,  , M, i, n, -, s, i, k,  , C, h, o, i, ,,  , S, h, i, -, h, o, o,  , K, i, m",7.916935483870968,0,0
313,8.0,The Straight Story,G,Biography,112,"R, i, c, h, a, r, d,  , F, a, r, n, s, w, o, r, t, h, ,,  , S, i, s, s, y,  , S, p, a, c, e, k, ,,  , J, a, n, e,  , G, a, l, l, o, w, a, y,  , H, e, i, t, z",7.862337662337662,0,0
286,8.1,The Diving Bell and the Butterfly,PG-13,Biography,112,"M, a, t, h, i, e, u,  , A, m, a, l, r, i, c, ,,  , E, m, m, a, n, u, e, l, l, e,  , S, e, i, g, n, e, r, ,,  , M, a, r, i, e, -, J, o, s, é, e,  , C, r, o, z, e",7.862337662337662,0,0
432,7.9,Crash,R,Drama,112,"D, o, n,  , C, h, e, a, d, l, e, ,,  , S, a, n, d, r, a,  , B, u, l, l, o, c, k, ,,  , T, h, a, n, d, i, e,  , N, e, w, t, o, n",7.902517985611511,0,0
872,7.5,We Need to Talk About Kevin,R,Drama,112,"T, i, l, d, a,  , S, w, i, n, t, o, n, ,,  , J, o, h, n,  , C, .,  , R, e, i, l, l, y, ,,  , E, z, r, a,  , M, i, l, l, e, r",7.902517985611511,0,0
566,7.8,Boyz n the Hood,R,Crime,112,"C, u, b, a,  , G, o, o, d, i, n, g,  , J, r, ., ,,  , L, a, u, r, e, n, c, e,  , F, i, s, h, b, u, r, n, e, ,,  , H, u, d, h, a, i, l,  , A, l, -, A, m, i, r",7.916935483870968,0,0
31,8.6,The Intouchables,R,Biography,112,"F, r, a, n, ç, o, i, s,  , C, l, u, z, e, t, ,,  , O, m, a, r,  , S, y, ,,  , A, n, n, e,  , L, e,  , N, y",7.862337662337662,0,0
509,7.8,The Last of the Mohicans,R,Action,112,"D, a, n, i, e, l,  , D, a, y, -, L, e, w, i, s, ,,  , M, a, d, e, l, e, i, n, e,  , S, t, o, w, e, ,,  , R, u, s, s, e, l, l,  , M, e, a, n, s",7.884558823529411,0,0
753,7.6,Escape from Alcatraz,PG,Action,112,"C, l, i, n, t,  , E, a, s, t, w, o, o, d, ,,  , P, a, t, r, i, c, k,  , M, c, G, o, o, h, a, n, ,,  , R, o, b, e, r, t, s,  , B, l, o, s, s, o, m",7.884558823529411,0,0
870,7.5,The Ice Storm,R,Drama,112,"K, e, v, i, n,  , K, l, i, n, e, ,,  , J, o, a, n,  , A, l, l, e, n, ,,  , S, i, g, o, u, r, n, e, y,  , W, e, a, v, e, r",7.902517985611511,0,0
931,7.4,Mean Streets,R,Crime,112,"R, o, b, e, r, t,  , D, e,  , N, i, r, o, ,,  , H, a, r, v, e, y,  , K, e, i, t, e, l, ,,  , D, a, v, i, d,  , P, r, o, v, a, l",7.916935483870968,0,0
255,8.1,The Philadelphia Story,NOT RATED,Comedy,112,"C, a, r, y,  , G, r, a, n, t, ,,  , K, a, t, h, a, r, i, n, e,  , H, e, p, b, u, r, n, ,,  , J, a, m, e, s,  , S, t, e, w, a, r, t",7.822435897435897,0,0
553,7.8,Being John Malkovich,R,Comedy,112,"J, o, h, n,  , C, u, s, a, c, k, ,,  , C, a, m, e, r, o, n,  , D, i, a, z, ,,  , C, a, t, h, e, r, i, n, e,  , K, e, e, n, e, r",7.822435897435897,0,0
326,8.0,Talk to Her,R,Drama,112,"R, o, s, a, r, i, o,  , F, l, o, r, e, s, ,,  , J, a, v, i, e, r,  , C, á, m, a, r, a, ,,  , D, a, r, í, o,  , G, r, a, n, d, i, n, e, t, t, i",7.902517985611511,0,0
198,8.1,Kill Bill: Vol. 1,R,Action,111,"U, m, a,  , T, h, u, r, m, a, n, ,,  , D, a, v, i, d,  , C, a, r, r, a, d, i, n, e, ,,  , D, a, r, y, l,  , H, a, n, n, a, h",7.884558823529411,0,0
511,7.8,Rebel Without a Cause,PG-13,Drama,111,"J, a, m, e, s,  , D, e, a, n, ,,  , N, a, t, a, l, i, e,  , W, o, o, d, ,,  , S, a, l,  , M, i, n, e, o",7.902517985611511,0,0
410,7.9,Bonnie and Clyde,APPROVED,Biography,111,"W, a, r, r, e, n,  , B, e, a, t, t, y, ,,  , F, a, y, e,  , D, u, n, a, w, a, y, ,,  , M, i, c, h, a, e, l,  , J, .,  , P, o, l, l, a, r, d",7.862337662337662,0,0
769,7.6,The Omen,R,Horror,111,"G, r, e, g, o, r, y,  , P, e, c, k, ,,  , L, e, e,  , R, e, m, i, c, k, ,,  , H, a, r, v, e, y,  , S, t, e, p, h, e, n, s",7.806896551724138,0,0
940,7.4,Much Ado About Nothing,PG-13,Comedy,111,"K, e, n, n, e, t, h,  , B, r, a, n, a, g, h, ,,  , E, m, m, a,  , T, h, o, m, p, s, o, n, ,,  , K, e, a, n, u,  , R, e, e, v, e, s",7.822435897435897,0,0
795,7.6,Leaving Las Vegas,R,Drama,111,"N, i, c, o, l, a, s,  , C, a, g, e, ,,  , E, l, i, s, a, b, e, t, h,  , S, h, u, e, ,,  , J, u, l, i, a, n,  , S, a, n, d, s",7.902517985611511,0,0
701,7.6,United 93,R,Action,111,"D, a, v, i, d,  , A, l, a, n,  , B, a, s, c, h, e, ,,  , O, l, i, v, i, a,  , T, h, i, r, l, b, y, ,,  , L, i, z, a,  , C, o, l, ó, n, -, Z, a, y, a, s",7.884558823529411,0,0
401,7.9,The Killer,R,Action,111,"Y, u, n, -, F, a, t,  , C, h, o, w, ,,  , D, a, n, n, y,  , L, e, e, ,,  , S, a, l, l, y,  , Y, e, h",7.884558823529411,0,0
332,8.0,Ratatouille,G,Animation,111,"B, r, a, d,  , G, a, r, r, e, t, t, ,,  , L, o, u,  , R, o, m, a, n, o, ,,  , P, a, t, t, o, n,  , O, s, w, a, l, t",7.914516129032258,0,0
673,7.7,Blow-Up,NOT RATED,Drama,111,"D, a, v, i, d,  , H, e, m, m, i, n, g, s, ,,  , V, a, n, e, s, s, a,  , R, e, d, g, r, a, v, e, ,,  , S, a, r, a, h,  , M, i, l, e, s",7.902517985611511,0,0
812,7.6,Star Trek: First Contact,PG-13,Action,111,"P, a, t, r, i, c, k,  , S, t, e, w, a, r, t, ,,  , J, o, n, a, t, h, a, n,  , F, r, a, k, e, s, ,,  , B, r, e, n, t,  , S, p, i, n, e, r",7.884558823529411,0,0
919,7.5,Ghost World,R,Comedy,111,"S, t, e, v, e,  , B, u, s, c, e, m, i, ,,  , T, h, o, r, a,  , B, i, r, c, h, ,,  , S, c, a, r, l, e, t, t,  , J, o, h, a, n, s, s, o, n",7.822435897435897,0,0
687,7.7,Spellbound,UNRATED,Film-Noir,111,"I, n, g, r, i, d,  , B, e, r, g, m, a, n, ,,  , G, r, e, g, o, r, y,  , P, e, c, k, ,,  , M, i, c, h, a, e, l,  , C, h, e, k, h, o, v",8.033333333333333,0,0
639,7.7,Billy Elliot,PG-13,Comedy,110,"J, a, m, i, e,  , B, e, l, l, ,,  , J, u, l, i, e,  , W, a, l, t, e, r, s, ,,  , J, e, a, n,  , H, e, y, w, o, o, d",7.822435897435897,0,0
28,8.6,Leon: The Professional,R,Crime,110,"J, e, a, n,  , R, e, n, o, ,,  , G, a, r, y,  , O, l, d, m, a, n, ,,  , N, a, t, a, l, i, e,  , P, o, r, t, m, a, n",7.916935483870968,0,0
